site;var_name;value;exceldate
Dahlem;mean temperature;25.00;28700
Dahlem;mean temperature;24.90;28701
Dahlem;mean temperature;24.90;28702
Dahlem;mean temperature;26.00;28703
Dahlem;mean temperature;22.30;28704
Dahlem;mean temperature;21.10;28705
Dahlem;mean temperature;20.20;28706
Dahlem;mean temperature;18.00;28707
Dahlem;mean temperature;19.20;28708
Dahlem;mean temperature;18.90;28709
Dahlem;mean temperature;15.10;28710
Dahlem;mean temperature;15.50;28711
Dahlem;mean temperature;16.70;28712
Dahlem;mean temperature;14.80;28713
Dahlem;mean temperature;13.70;28714
Dahlem;mean temperature;16.00;28715
Dahlem;mean temperature;17.60;28716
Dahlem;mean temperature;21.40;28717
Dahlem;mean temperature;19.60;28718
Dahlem;mean temperature;16.00;28719
Dahlem;mean temperature;14.30;28720
Dahlem;mean temperature;15.90;28721
Dahlem;mean temperature;17.50;28722
Dahlem;mean temperature;18.30;28723
Dahlem;mean temperature;20.20;28724
Dahlem;mean temperature;16.70;28725
Dahlem;mean temperature;13.70;28726
Dahlem;mean temperature;14.70;28727
Dahlem;mean temperature;13.90;28728
Dahlem;mean temperature;10.10;28729
Dahlem;mean temperature;12.00;28730
Dahlem;mean temperature;12.70;28731
Dahlem;mean temperature;10.90;28732
Dahlem;mean temperature;10.50;28733
Dahlem;mean temperature;11.40;28734
Dahlem;mean temperature;12.40;28735
Dahlem;mean temperature;11.70;28736
Dahlem;mean temperature;12.20;28737
Dahlem;mean temperature;12.10;28738
Dahlem;mean temperature;12.90;28739
Dahlem;mean temperature;11.30;28740
Dahlem;mean temperature;13.00;28741
Dahlem;mean temperature;14.40;28742
Dahlem;mean temperature;15.70;28743
Dahlem;mean temperature;16.70;28744
Dahlem;mean temperature;13.30;28745
Dahlem;mean temperature;12.20;28746
Dahlem;mean temperature;15.30;28747
Dahlem;mean temperature;14.60;28748
Dahlem;mean temperature;14.20;28749
Dahlem;mean temperature;14.20;28750
Dahlem;mean temperature;12.10;28751
Dahlem;mean temperature;10.50;28752
Dahlem;mean temperature;9.50;28753
Dahlem;mean temperature;12.20;28754
Dahlem;mean temperature;13.40;28755
Dahlem;mean temperature;13.40;28756
Dahlem;mean temperature;15.30;28757
Dahlem;mean temperature;14.60;28758
Dahlem;mean temperature;11.40;28759
Dahlem;mean temperature;11.20;28760
Dahlem;mean temperature;9.30;28761
Dahlem;mean temperature;8.10;28762
Dahlem;mean temperature;9.60;28763
Dahlem;mean temperature;8.80;28764
Dahlem;mean temperature;7.50;28765
Dahlem;mean temperature;8.10;28766
Dahlem;mean temperature;8.30;28767
Dahlem;mean temperature;10.20;28768
Dahlem;mean temperature;13.80;28769
Dahlem;mean temperature;11.60;28770
Dahlem;mean temperature;11.80;28771
Dahlem;mean temperature;13.00;28772
Dahlem;mean temperature;14.80;28773
Dahlem;mean temperature;14.80;28774
Dahlem;mean temperature;15.40;28775
Dahlem;mean temperature;14.30;28776
Dahlem;mean temperature;12.00;28777
Dahlem;mean temperature;11.50;28778
Dahlem;mean temperature;11.80;28779
Dahlem;mean temperature;8.40;28780
Dahlem;mean temperature;4.90;28781
Dahlem;mean temperature;7.80;28782
Dahlem;mean temperature;9.50;28783
Dahlem;mean temperature;6.10;28784
Dahlem;mean temperature;7.70;28785
Dahlem;mean temperature;8.90;28786
Dahlem;mean temperature;11.10;28787
Dahlem;mean temperature;8.90;28788
Dahlem;mean temperature;5.80;28789
Dahlem;mean temperature;5.00;28790
Dahlem;mean temperature;10.00;28791
Dahlem;mean temperature;10.60;28792
Dahlem;mean temperature;11.00;28793
Dahlem;mean temperature;9.90;28794
Dahlem;mean temperature;6.10;28795
Dahlem;mean temperature;6.00;28796
Dahlem;mean temperature;5.20;28797
Dahlem;mean temperature;9.10;28798
Dahlem;mean temperature;8.20;28799
Dahlem;mean temperature;7.90;28800
Dahlem;mean temperature;6.30;28801
Dahlem;mean temperature;2.20;28802
Dahlem;mean temperature;3.40;28803
Dahlem;mean temperature;-0.10;28804
Dahlem;mean temperature;-0.90;28805
Dahlem;mean temperature;-0.70;28806
Dahlem;mean temperature;5.70;28807
Dahlem;mean temperature;5.80;28808
Dahlem;mean temperature;7.60;28809
Dahlem;mean temperature;7.70;28810
Dahlem;mean temperature;7.60;28811
Dahlem;mean temperature;9.80;28812
Dahlem;mean temperature;10.00;28813
Dahlem;mean temperature;6.90;28814
Dahlem;mean temperature;6.10;28815
Dahlem;mean temperature;10.30;28816
Dahlem;mean temperature;11.60;28817
Dahlem;mean temperature;10.40;28818
Dahlem;mean temperature;5.50;28819
Dahlem;mean temperature;3.00;28820
Dahlem;mean temperature;0.80;28821
Dahlem;mean temperature;0.10;28822
Dahlem;mean temperature;3.00;28823
Dahlem;mean temperature;2.30;28824
Dahlem;mean temperature;4.70;28825
Dahlem;mean temperature;3.90;28826
Dahlem;mean temperature;1.50;28827
Dahlem;mean temperature;-3.00;28828
Dahlem;mean temperature;-5.10;28829
Dahlem;mean temperature;-3.70;28830
Dahlem;mean temperature;-7.80;28831
Dahlem;mean temperature;-5.90;28832
Dahlem;mean temperature;3.40;28833
Dahlem;mean temperature;6.70;28834
Dahlem;mean temperature;4.10;28835
Dahlem;mean temperature;3.90;28836
Dahlem;mean temperature;6.10;28837
Dahlem;mean temperature;5.50;28838
Dahlem;mean temperature;5.40;28839
Dahlem;mean temperature;-0.70;28840
Dahlem;mean temperature;-3.10;28841
Dahlem;mean temperature;-5.00;28842
Dahlem;mean temperature;-6.70;28843
Dahlem;mean temperature;-2.10;28844
Dahlem;mean temperature;-1.50;28845
Dahlem;mean temperature;-3.50;28846
Dahlem;mean temperature;-1.90;28847
Dahlem;mean temperature;0.70;28848
Dahlem;mean temperature;4.90;28849
Dahlem;mean temperature;6.00;28850
Dahlem;mean temperature;4.60;28851
Dahlem;mean temperature;7.80;28852
Dahlem;mean temperature;-5.60;28853
Dahlem;mean temperature;-14.10;28854
Dahlem;mean temperature;-17.90;28855
Dahlem;mean temperature;-12.60;28856
Dahlem;mean temperature;-9.50;28857
Dahlem;mean temperature;-8.00;28858
Dahlem;mean temperature;-10.80;28859
Dahlem;mean temperature;-10.90;28860
Dahlem;mean temperature;-13.20;28861
Dahlem;mean temperature;-5.80;28862
Dahlem;mean temperature;0.30;28863
Dahlem;mean temperature;0.40;28864
Dahlem;mean temperature;-0.20;28865
Dahlem;mean temperature;0.50;28866
Dahlem;mean temperature;-0.40;28867
Dahlem;mean temperature;-1.10;28868
Dahlem;mean temperature;-0.50;28869
Dahlem;mean temperature;-2.10;28870
Dahlem;mean temperature;-0.60;28871
Dahlem;mean temperature;-1.50;28872
Dahlem;mean temperature;-3.70;28873
Dahlem;mean temperature;-3.10;28874
Dahlem;mean temperature;-4.70;28875
Dahlem;mean temperature;-8.00;28876
Dahlem;mean temperature;-7.10;28877
Dahlem;mean temperature;-2.60;28878
Dahlem;mean temperature;-0.80;28879
Dahlem;mean temperature;-2.40;28880
Dahlem;mean temperature;-3.30;28881
Dahlem;mean temperature;-1.00;28882
Dahlem;mean temperature;-1.00;28883
Dahlem;mean temperature;-2.30;28884
Dahlem;mean temperature;-0.50;28885
Dahlem;mean temperature;-0.60;28886
Dahlem;mean temperature;2.30;28887
Dahlem;mean temperature;0.90;28888
Dahlem;mean temperature;0.50;28889
Dahlem;mean temperature;0.50;28890
Dahlem;mean temperature;-1.20;28891
Dahlem;mean temperature;-2.30;28892
Dahlem;mean temperature;-1.90;28893
Dahlem;mean temperature;-0.50;28894
Dahlem;mean temperature;-1.30;28895
Dahlem;mean temperature;-3.60;28896
Dahlem;mean temperature;-2.90;28897
Dahlem;mean temperature;-2.80;28898
Dahlem;mean temperature;-2.80;28899
Dahlem;mean temperature;-7.70;28900
Dahlem;mean temperature;-9.80;28901
Dahlem;mean temperature;-7.50;28902
Dahlem;mean temperature;-7.90;28903
Dahlem;mean temperature;-2.10;28904
Dahlem;mean temperature;-1.50;28905
Dahlem;mean temperature;-2.30;28906
Dahlem;mean temperature;-3.40;28907
Dahlem;mean temperature;-2.30;28908
Dahlem;mean temperature;-3.30;28909
Dahlem;mean temperature;-1.40;28910
Dahlem;mean temperature;-2.60;28911
Dahlem;mean temperature;-3.50;28912
Dahlem;mean temperature;-0.60;28913
Dahlem;mean temperature;-0.50;28914
Dahlem;mean temperature;0.90;28915
Dahlem;mean temperature;2.90;28916
Dahlem;mean temperature;5.20;28917
Dahlem;mean temperature;3.90;28918
Dahlem;mean temperature;-0.10;28919
Dahlem;mean temperature;1.30;28920
Dahlem;mean temperature;2.70;28921
Dahlem;mean temperature;1.70;28922
Dahlem;mean temperature;4.20;28923
Dahlem;mean temperature;1.30;28924
Dahlem;mean temperature;1.20;28925
Dahlem;mean temperature;4.50;28926
Dahlem;mean temperature;5.20;28927
Dahlem;mean temperature;2.20;28928
Dahlem;mean temperature;0.80;28929
Dahlem;mean temperature;3.00;28930
Dahlem;mean temperature;0.30;28931
Dahlem;mean temperature;-0.90;28932
Dahlem;mean temperature;-1.10;28933
Dahlem;mean temperature;0.00;28934
Dahlem;mean temperature;5.60;28935
Dahlem;mean temperature;4.70;28936
Dahlem;mean temperature;3.00;28937
Dahlem;mean temperature;1.30;28938
Dahlem;mean temperature;6.50;28939
Dahlem;mean temperature;11.60;28940
Dahlem;mean temperature;8.00;28941
Dahlem;mean temperature;11.40;28942
Dahlem;mean temperature;7.40;28943
Dahlem;mean temperature;2.60;28944
Dahlem;mean temperature;2.50;28945
Dahlem;mean temperature;4.60;28946
Dahlem;mean temperature;5.30;28947
Dahlem;mean temperature;5.40;28948
Dahlem;mean temperature;7.20;28949
Dahlem;mean temperature;5.50;28950
Dahlem;mean temperature;5.80;28951
Dahlem;mean temperature;4.30;28952
Dahlem;mean temperature;4.60;28953
Dahlem;mean temperature;5.90;28954
Dahlem;mean temperature;9.60;28955
Dahlem;mean temperature;11.00;28956
Dahlem;mean temperature;11.80;28957
Dahlem;mean temperature;12.40;28958
Dahlem;mean temperature;13.10;28959
Dahlem;mean temperature;10.60;28960
Dahlem;mean temperature;8.00;28961
Dahlem;mean temperature;1.80;28962
Dahlem;mean temperature;4.00;28963
Dahlem;mean temperature;5.20;28964
Dahlem;mean temperature;8.80;28965
Dahlem;mean temperature;8.50;28966
Dahlem;mean temperature;7.50;28967
Dahlem;mean temperature;9.40;28968
Dahlem;mean temperature;11.00;28969
Dahlem;mean temperature;9.70;28970
Dahlem;mean temperature;10.20;28971
Dahlem;mean temperature;7.20;28972
Dahlem;mean temperature;5.50;28973
Dahlem;mean temperature;8.50;28974
Dahlem;mean temperature;5.90;28975
Dahlem;mean temperature;5.50;28976
Dahlem;mean temperature;5.50;28977
Dahlem;mean temperature;5.20;28978
Dahlem;mean temperature;5.30;28979
Dahlem;mean temperature;5.30;28980
Dahlem;mean temperature;5.00;28981
Dahlem;mean temperature;6.40;28982
Dahlem;mean temperature;11.00;28983
Dahlem;mean temperature;14.70;28984
Dahlem;mean temperature;9.00;28985
Dahlem;mean temperature;8.70;28986
Dahlem;mean temperature;11.60;28987
Dahlem;mean temperature;11.70;28988
Dahlem;mean temperature;16.60;28989
Dahlem;mean temperature;20.70;28990
Dahlem;mean temperature;21.50;28991
Dahlem;mean temperature;20.10;28992
Dahlem;mean temperature;17.00;28993
Dahlem;mean temperature;15.20;28994
Dahlem;mean temperature;18.10;28995
Dahlem;mean temperature;19.20;28996
Dahlem;mean temperature;18.60;28997
Dahlem;mean temperature;21.10;28998
Dahlem;mean temperature;16.80;28999
Dahlem;mean temperature;13.10;29000
Dahlem;mean temperature;18.80;29001
Dahlem;mean temperature;18.00;29002
Dahlem;mean temperature;15.90;29003
Dahlem;mean temperature;20.80;29004
Dahlem;mean temperature;21.80;29005
Dahlem;mean temperature;25.00;29006
Dahlem;mean temperature;25.50;29007
Dahlem;mean temperature;24.70;29008
Dahlem;mean temperature;23.90;29009
Dahlem;mean temperature;24.50;29010
Dahlem;mean temperature;24.80;29011
Dahlem;mean temperature;21.00;29012
Dahlem;mean temperature;16.10;29013
Dahlem;mean temperature;14.00;29014
Dahlem;mean temperature;14.80;29015
Dahlem;mean temperature;13.50;29016
Dahlem;mean temperature;18.30;29017
Dahlem;mean temperature;19.80;29018
Dahlem;mean temperature;16.80;29019
Dahlem;mean temperature;16.40;29020
Dahlem;mean temperature;14.50;29021
Dahlem;mean temperature;12.70;29022
Dahlem;mean temperature;13.80;29023
Dahlem;mean temperature;16.20;29024
Dahlem;mean temperature;18.00;29025
Dahlem;mean temperature;20.10;29026
Dahlem;mean temperature;21.30;29027
Dahlem;mean temperature;21.40;29028
Dahlem;mean temperature;19.40;29029
Dahlem;mean temperature;23.90;29030
Dahlem;mean temperature;19.30;29031
Dahlem;mean temperature;19.60;29032
Dahlem;mean temperature;20.00;29033
Dahlem;mean temperature;18.50;29034
Dahlem;mean temperature;18.50;29035
Dahlem;mean temperature;14.80;29036
Dahlem;mean temperature;12.70;29037
Dahlem;mean temperature;13.20;29038
Dahlem;mean temperature;14.50;29039
Dahlem;mean temperature;14.90;29040
Dahlem;mean temperature;15.70;29041
Dahlem;mean temperature;15.50;29042
Dahlem;mean temperature;15.80;29043
Dahlem;mean temperature;14.10;29044
Dahlem;mean temperature;14.80;29045
Dahlem;mean temperature;14.60;29046
Dahlem;mean temperature;14.80;29047
Dahlem;mean temperature;18.40;29048
Dahlem;mean temperature;21.30;29049
Dahlem;mean temperature;19.60;29050
Dahlem;mean temperature;15.90;29051
Dahlem;mean temperature;12.70;29052
Dahlem;mean temperature;14.60;29053
Dahlem;mean temperature;19.10;29054
Dahlem;mean temperature;16.40;29055
Dahlem;mean temperature;15.80;29056
Dahlem;mean temperature;14.30;29057
Dahlem;mean temperature;14.40;29058
Dahlem;mean temperature;14.50;29059
Dahlem;mean temperature;13.90;29060
Dahlem;mean temperature;14.30;29061
Dahlem;mean temperature;15.40;29062
Dahlem;mean temperature;15.30;29063
Dahlem;mean temperature;17.10;29064
Dahlem;mean temperature;19.70;29065
Dahlem;mean temperature;18.40;29066
Dahlem;mean temperature;19.80;29067
Dahlem;mean temperature;18.90;29068
Dahlem;mean temperature;19.40;29069
Dahlem;mean temperature;18.50;29070
Dahlem;mean temperature;15.90;29071
Dahlem;mean temperature;14.60;29072
Dahlem;mean temperature;17.20;29073
Dahlem;mean temperature;19.30;29074
Dahlem;mean temperature;20.30;29075
Dahlem;mean temperature;17.80;29076
Dahlem;mean temperature;13.20;29077
Dahlem;mean temperature;13.00;29078
Dahlem;mean temperature;14.70;29079
Dahlem;mean temperature;16.30;29080
Dahlem;mean temperature;19.40;29081
Dahlem;mean temperature;21.00;29082
Dahlem;mean temperature;22.90;29083
Dahlem;mean temperature;18.50;29084
Dahlem;mean temperature;22.40;29085
Dahlem;mean temperature;19.50;29086
Dahlem;mean temperature;17.20;29087
Dahlem;mean temperature;17.60;29088
Dahlem;mean temperature;16.80;29089
Dahlem;mean temperature;16.80;29090
Dahlem;mean temperature;16.20;29091
Dahlem;mean temperature;13.30;29092
Dahlem;mean temperature;12.20;29093
Dahlem;mean temperature;13.60;29094
Dahlem;mean temperature;13.10;29095
Dahlem;mean temperature;13.60;29096
Dahlem;mean temperature;16.40;29097
Dahlem;mean temperature;17.00;29098
Dahlem;mean temperature;20.40;29099
Dahlem;mean temperature;22.10;29100
Dahlem;mean temperature;17.30;29101
Dahlem;mean temperature;15.20;29102
Dahlem;mean temperature;13.80;29103
Dahlem;mean temperature;16.40;29104
Dahlem;mean temperature;18.30;29105
Dahlem;mean temperature;17.20;29106
Dahlem;mean temperature;17.90;29107
Dahlem;mean temperature;15.50;29108
Dahlem;mean temperature;17.30;29109
Dahlem;mean temperature;15.60;29110
Dahlem;mean temperature;15.90;29111
Dahlem;mean temperature;13.70;29112
Dahlem;mean temperature;9.10;29113
Dahlem;mean temperature;9.90;29114
Dahlem;mean temperature;14.20;29115
Dahlem;mean temperature;16.40;29116
Dahlem;mean temperature;18.00;29117
Dahlem;mean temperature;17.80;29118
Dahlem;mean temperature;12.80;29119
Dahlem;mean temperature;9.30;29120
Dahlem;mean temperature;11.20;29121
Dahlem;mean temperature;10.60;29122
Dahlem;mean temperature;9.60;29123
Dahlem;mean temperature;13.90;29124
Dahlem;mean temperature;14.00;29125
Dahlem;mean temperature;10.60;29126
Dahlem;mean temperature;8.90;29127
Dahlem;mean temperature;9.20;29128
Dahlem;mean temperature;8.90;29129
Dahlem;mean temperature;7.40;29130
Dahlem;mean temperature;7.00;29131
Dahlem;mean temperature;9.10;29132
Dahlem;mean temperature;8.60;29133
Dahlem;mean temperature;7.00;29134
Dahlem;mean temperature;7.60;29135
Dahlem;mean temperature;11.40;29136
Dahlem;mean temperature;11.20;29137
Dahlem;mean temperature;12.50;29138
Dahlem;mean temperature;11.40;29139
Dahlem;mean temperature;13.20;29140
Dahlem;mean temperature;14.50;29141
Dahlem;mean temperature;12.90;29142
Dahlem;mean temperature;13.70;29143
Dahlem;mean temperature;12.00;29144
Dahlem;mean temperature;10.30;29145
Dahlem;mean temperature;9.70;29146
Dahlem;mean temperature;9.80;29147
Dahlem;mean temperature;9.90;29148
Dahlem;mean temperature;8.20;29149
Dahlem;mean temperature;6.60;29150
Dahlem;mean temperature;4.20;29151
Dahlem;mean temperature;4.60;29152
Dahlem;mean temperature;3.30;29153
Dahlem;mean temperature;2.90;29154
Dahlem;mean temperature;2.20;29155
Dahlem;mean temperature;2.20;29156
Dahlem;mean temperature;1.40;29157
Dahlem;mean temperature;1.50;29158
Dahlem;mean temperature;1.50;29159
Dahlem;mean temperature;3.00;29160
Dahlem;mean temperature;5.20;29161
Dahlem;mean temperature;4.20;29162
Dahlem;mean temperature;6.80;29163
Dahlem;mean temperature;6.90;29164
Dahlem;mean temperature;4.80;29165
Dahlem;mean temperature;4.90;29166
Dahlem;mean temperature;5.10;29167
Dahlem;mean temperature;4.70;29168
Dahlem;mean temperature;3.40;29169
Dahlem;mean temperature;2.40;29170
Dahlem;mean temperature;2.00;29171
Dahlem;mean temperature;1.70;29172
Dahlem;mean temperature;1.00;29173
Dahlem;mean temperature;3.70;29174
Dahlem;mean temperature;3.30;29175
Dahlem;mean temperature;1.90;29176
Dahlem;mean temperature;3.80;29177
Dahlem;mean temperature;3.50;29178
Dahlem;mean temperature;4.50;29179
Dahlem;mean temperature;3.80;29180
Dahlem;mean temperature;3.30;29181
Dahlem;mean temperature;1.50;29182
Dahlem;mean temperature;1.70;29183
Dahlem;mean temperature;2.40;29184
Dahlem;mean temperature;6.30;29185
Dahlem;mean temperature;5.10;29186
Dahlem;mean temperature;7.00;29187
Dahlem;mean temperature;9.70;29188
Dahlem;mean temperature;8.20;29189
Dahlem;mean temperature;9.30;29190
Dahlem;mean temperature;9.50;29191
Dahlem;mean temperature;9.90;29192
Dahlem;mean temperature;8.50;29193
Dahlem;mean temperature;11.80;29194
Dahlem;mean temperature;4.40;29195
Dahlem;mean temperature;8.80;29196
Dahlem;mean temperature;9.00;29197
Dahlem;mean temperature;7.80;29198
Dahlem;mean temperature;9.10;29199
Dahlem;mean temperature;5.10;29200
Dahlem;mean temperature;-1.60;29201
Dahlem;mean temperature;-2.20;29202
Dahlem;mean temperature;-1.60;29203
Dahlem;mean temperature;2.70;29204
Dahlem;mean temperature;5.00;29205
Dahlem;mean temperature;5.20;29206
Dahlem;mean temperature;5.00;29207
Dahlem;mean temperature;1.80;29208
Dahlem;mean temperature;-0.60;29209
Dahlem;mean temperature;-0.40;29210
Dahlem;mean temperature;2.00;29211
Dahlem;mean temperature;3.50;29212
Dahlem;mean temperature;0.80;29213
Dahlem;mean temperature;1.30;29214
Dahlem;mean temperature;1.40;29215
Dahlem;mean temperature;0.80;29216
Dahlem;mean temperature;1.90;29217
Dahlem;mean temperature;3.20;29218
Dahlem;mean temperature;0.90;29219
Dahlem;mean temperature;1.20;29220
Dahlem;mean temperature;0.50;29221
Dahlem;mean temperature;-0.70;29222
Dahlem;mean temperature;-3.90;29223
Dahlem;mean temperature;-6.30;29224
Dahlem;mean temperature;-2.00;29225
Dahlem;mean temperature;0.10;29226
Dahlem;mean temperature;-2.20;29227
Dahlem;mean temperature;-4.10;29228
Dahlem;mean temperature;-4.70;29229
Dahlem;mean temperature;-4.90;29230
Dahlem;mean temperature;-9.10;29231
Dahlem;mean temperature;-10.30;29232
Dahlem;mean temperature;-8.50;29233
Dahlem;mean temperature;-8.50;29234
Dahlem;mean temperature;-7.10;29235
Dahlem;mean temperature;-3.00;29236
Dahlem;mean temperature;-6.50;29237
Dahlem;mean temperature;-8.40;29238
Dahlem;mean temperature;-5.10;29239
Dahlem;mean temperature;-4.10;29240
Dahlem;mean temperature;-3.10;29241
Dahlem;mean temperature;1.40;29242
Dahlem;mean temperature;1.40;29243
Dahlem;mean temperature;0.00;29244
Dahlem;mean temperature;0.30;29245
Dahlem;mean temperature;-4.60;29246
Dahlem;mean temperature;-5.20;29247
Dahlem;mean temperature;-6.20;29248
Dahlem;mean temperature;-3.70;29249
Dahlem;mean temperature;3.70;29250
Dahlem;mean temperature;4.90;29251
Dahlem;mean temperature;0.10;29252
Dahlem;mean temperature;1.10;29253
Dahlem;mean temperature;1.30;29254
Dahlem;mean temperature;-1.00;29255
Dahlem;mean temperature;-1.00;29256
Dahlem;mean temperature;-0.60;29257
Dahlem;mean temperature;1.00;29258
Dahlem;mean temperature;3.70;29259
Dahlem;mean temperature;4.10;29260
Dahlem;mean temperature;5.80;29261
Dahlem;mean temperature;4.70;29262
Dahlem;mean temperature;3.40;29263
Dahlem;mean temperature;-0.70;29264
Dahlem;mean temperature;0.60;29265
Dahlem;mean temperature;2.10;29266
Dahlem;mean temperature;3.60;29267
Dahlem;mean temperature;1.70;29268
Dahlem;mean temperature;0.00;29269
Dahlem;mean temperature;1.50;29270
Dahlem;mean temperature;2.80;29271
Dahlem;mean temperature;2.50;29272
Dahlem;mean temperature;0.40;29273
Dahlem;mean temperature;0.40;29274
Dahlem;mean temperature;1.00;29275
Dahlem;mean temperature;-0.20;29276
Dahlem;mean temperature;-2.10;29277
Dahlem;mean temperature;-2.70;29278
Dahlem;mean temperature;-1.60;29279
Dahlem;mean temperature;2.80;29280
Dahlem;mean temperature;6.00;29281
Dahlem;mean temperature;0.90;29282
Dahlem;mean temperature;-1.40;29283
Dahlem;mean temperature;-2.80;29284
Dahlem;mean temperature;-2.80;29285
Dahlem;mean temperature;3.00;29286
Dahlem;mean temperature;4.00;29287
Dahlem;mean temperature;4.40;29288
Dahlem;mean temperature;1.90;29289
Dahlem;mean temperature;1.40;29290
Dahlem;mean temperature;1.90;29291
Dahlem;mean temperature;2.80;29292
Dahlem;mean temperature;3.00;29293
Dahlem;mean temperature;3.90;29294
Dahlem;mean temperature;3.10;29295
Dahlem;mean temperature;2.60;29296
Dahlem;mean temperature;3.00;29297
Dahlem;mean temperature;2.40;29298
Dahlem;mean temperature;-1.10;29299
Dahlem;mean temperature;-2.20;29300
Dahlem;mean temperature;-1.20;29301
Dahlem;mean temperature;0.70;29302
Dahlem;mean temperature;1.90;29303
Dahlem;mean temperature;1.00;29304
Dahlem;mean temperature;1.80;29305
Dahlem;mean temperature;4.00;29306
Dahlem;mean temperature;8.60;29307
Dahlem;mean temperature;12.00;29308
Dahlem;mean temperature;9.00;29309
Dahlem;mean temperature;5.60;29310
Dahlem;mean temperature;4.20;29311
Dahlem;mean temperature;9.00;29312
Dahlem;mean temperature;5.20;29313
Dahlem;mean temperature;2.80;29314
Dahlem;mean temperature;3.00;29315
Dahlem;mean temperature;4.30;29316
Dahlem;mean temperature;5.10;29317
Dahlem;mean temperature;6.80;29318
Dahlem;mean temperature;3.90;29319
Dahlem;mean temperature;3.40;29320
Dahlem;mean temperature;4.70;29321
Dahlem;mean temperature;7.10;29322
Dahlem;mean temperature;8.60;29323
Dahlem;mean temperature;10.00;29324
Dahlem;mean temperature;12.90;29325
Dahlem;mean temperature;14.00;29326
Dahlem;mean temperature;14.00;29327
Dahlem;mean temperature;15.50;29328
Dahlem;mean temperature;6.80;29329
Dahlem;mean temperature;3.50;29330
Dahlem;mean temperature;3.30;29331
Dahlem;mean temperature;4.10;29332
Dahlem;mean temperature;5.60;29333
Dahlem;mean temperature;5.70;29334
Dahlem;mean temperature;4.50;29335
Dahlem;mean temperature;4.60;29336
Dahlem;mean temperature;6.90;29337
Dahlem;mean temperature;5.60;29338
Dahlem;mean temperature;7.40;29339
Dahlem;mean temperature;9.70;29340
Dahlem;mean temperature;12.20;29341
Dahlem;mean temperature;10.90;29342
Dahlem;mean temperature;6.50;29343
Dahlem;mean temperature;7.10;29344
Dahlem;mean temperature;5.90;29345
Dahlem;mean temperature;7.80;29346
Dahlem;mean temperature;11.90;29347
Dahlem;mean temperature;13.70;29348
Dahlem;mean temperature;12.10;29349
Dahlem;mean temperature;9.60;29350
Dahlem;mean temperature;11.50;29351
Dahlem;mean temperature;13.10;29352
Dahlem;mean temperature;11.40;29353
Dahlem;mean temperature;10.60;29354
Dahlem;mean temperature;9.30;29355
Dahlem;mean temperature;9.70;29356
Dahlem;mean temperature;12.60;29357
Dahlem;mean temperature;14.30;29358
Dahlem;mean temperature;15.20;29359
Dahlem;mean temperature;14.60;29360
Dahlem;mean temperature;14.30;29361
Dahlem;mean temperature;10.90;29362
Dahlem;mean temperature;7.20;29363
Dahlem;mean temperature;11.50;29364
Dahlem;mean temperature;12.80;29365
Dahlem;mean temperature;10.80;29366
Dahlem;mean temperature;14.00;29367
Dahlem;mean temperature;18.40;29368
Dahlem;mean temperature;17.20;29369
Dahlem;mean temperature;14.10;29370
Dahlem;mean temperature;12.50;29371
Dahlem;mean temperature;12.10;29372
Dahlem;mean temperature;14.20;29373
Dahlem;mean temperature;13.50;29374
Dahlem;mean temperature;12.10;29375
Dahlem;mean temperature;18.10;29376
Dahlem;mean temperature;20.00;29377
Dahlem;mean temperature;18.10;29378
Dahlem;mean temperature;19.30;29379
Dahlem;mean temperature;20.10;29380
Dahlem;mean temperature;22.10;29381
Dahlem;mean temperature;22.00;29382
Dahlem;mean temperature;17.90;29383
Dahlem;mean temperature;18.40;29384
Dahlem;mean temperature;20.80;29385
Dahlem;mean temperature;24.90;29386
Dahlem;mean temperature;16.50;29387
Dahlem;mean temperature;18.90;29388
Dahlem;mean temperature;17.20;29389
Dahlem;mean temperature;13.70;29390
Dahlem;mean temperature;16.40;29391
Dahlem;mean temperature;13.50;29392
Dahlem;mean temperature;14.80;29393
Dahlem;mean temperature;12.50;29394
Dahlem;mean temperature;15.60;29395
Dahlem;mean temperature;16.20;29396
Dahlem;mean temperature;12.90;29397
Dahlem;mean temperature;14.30;29398
Dahlem;mean temperature;13.20;29399
Dahlem;mean temperature;12.30;29400
Dahlem;mean temperature;11.40;29401
Dahlem;mean temperature;12.10;29402
Dahlem;mean temperature;14.50;29403
Dahlem;mean temperature;13.50;29404
Dahlem;mean temperature;15.00;29405
Dahlem;mean temperature;16.40;29406
Dahlem;mean temperature;15.90;29407
Dahlem;mean temperature;14.50;29408
Dahlem;mean temperature;15.30;29409
Dahlem;mean temperature;15.90;29410
Dahlem;mean temperature;17.40;29411
Dahlem;mean temperature;15.30;29412
Dahlem;mean temperature;16.30;29413
Dahlem;mean temperature;14.30;29414
Dahlem;mean temperature;12.70;29415
Dahlem;mean temperature;14.90;29416
Dahlem;mean temperature;16.60;29417
Dahlem;mean temperature;14.70;29418
Dahlem;mean temperature;12.90;29419
Dahlem;mean temperature;14.20;29420
Dahlem;mean temperature;15.20;29421
Dahlem;mean temperature;16.90;29422
Dahlem;mean temperature;15.40;29423
Dahlem;mean temperature;13.60;29424
Dahlem;mean temperature;16.30;29425
Dahlem;mean temperature;19.00;29426
Dahlem;mean temperature;20.90;29427
Dahlem;mean temperature;21.80;29428
Dahlem;mean temperature;21.00;29429
