site;var_name;value;exceldate
Ahaus;precipitation height;0.50;24914
Ahaus;precipitation height;0.00;24915
Ahaus;precipitation height;0.00;24916
Ahaus;precipitation height;1.20;24917
Ahaus;precipitation height;3.70;24918
Ahaus;precipitation height;6.80;24919
Ahaus;precipitation height;1.20;24920
Ahaus;precipitation height;0.00;24921
Ahaus;precipitation height;2.40;24922
Ahaus;precipitation height;0.00;24923
Ahaus;precipitation height;0.00;24924
Ahaus;precipitation height;0.00;24925
Ahaus;precipitation height;0.00;24926
Ahaus;precipitation height;2.40;24927
Ahaus;precipitation height;0.10;24928
Ahaus;precipitation height;0.00;24929
Ahaus;precipitation height;3.20;24930
Ahaus;precipitation height;1.90;24931
Ahaus;precipitation height;0.00;24932
Ahaus;precipitation height;0.00;24933
Ahaus;precipitation height;0.00;24934
Ahaus;precipitation height;0.00;24935
Ahaus;precipitation height;0.00;24936
Ahaus;precipitation height;0.00;24937
Ahaus;precipitation height;0.00;24938
Ahaus;precipitation height;0.00;24939
Ahaus;precipitation height;0.00;24940
Ahaus;precipitation height;0.00;24941
Ahaus;precipitation height;0.00;24942
Ahaus;precipitation height;0.00;24943
Ahaus;precipitation height;0.00;24944
Ahaus;precipitation height;0.00;24945
Ahaus;precipitation height;0.00;24946
Ahaus;precipitation height;0.00;24947
Ahaus;precipitation height;0.00;24948
Ahaus;precipitation height;0.00;24949
Ahaus;precipitation height;0.00;24999
Ahaus;precipitation height;0.00;25000
Ahaus;precipitation height;0.00;25001
Ahaus;precipitation height;0.00;25002
Ahaus;precipitation height;0.00;25003
Ahaus;precipitation height;21.30;25004
Ahaus;precipitation height;0.00;25005
Ahaus;precipitation height;0.00;25006
Ahaus;precipitation height;0.00;25007
Ahaus;precipitation height;0.30;25008
Ahaus;precipitation height;2.40;25009
Ahaus;precipitation height;17.00;25010
Ahaus;precipitation height;0.00;25011
Ahaus;precipitation height;2.20;25012
Ahaus;precipitation height;1.20;25013
Ahaus;precipitation height;10.50;25014
Ahaus;precipitation height;2.50;25015
Ahaus;precipitation height;3.90;25016
Ahaus;precipitation height;12.40;25017
Ahaus;precipitation height;0.00;25018
Ahaus;precipitation height;0.00;25019
Ahaus;precipitation height;0.00;25020
Ahaus;precipitation height;0.00;25021
Ahaus;precipitation height;0.00;25022
Ahaus;precipitation height;0.00;25023
Ahaus;precipitation height;4.60;25024
Ahaus;precipitation height;2.00;25025
Ahaus;precipitation height;0.00;25026
Ahaus;precipitation height;3.90;25027
Ahaus;precipitation height;0.00;25028
Ahaus;precipitation height;14.20;25029
Ahaus;precipitation height;8.10;25030
Ahaus;precipitation height;0.00;25031
Ahaus;precipitation height;0.40;25032
Ahaus;precipitation height;2.80;25033
Ahaus;precipitation height;7.30;25034
Ahaus;precipitation height;2.00;25035
Ahaus;precipitation height;0.00;25036
Ahaus;precipitation height;0.00;25037
Ahaus;precipitation height;0.10;25038
Ahaus;precipitation height;0.00;25039
Ahaus;precipitation height;0.00;25040
Ahaus;precipitation height;10.20;25041
Ahaus;precipitation height;7.70;25042
Ahaus;precipitation height;0.00;25043
Ahaus;precipitation height;1.40;25044
Ahaus;precipitation height;0.00;25045
Ahaus;precipitation height;0.00;25046
Ahaus;precipitation height;0.00;25047
Ahaus;precipitation height;1.40;25097
Ahaus;precipitation height;4.60;25098
Ahaus;precipitation height;0.30;25099
Ahaus;precipitation height;0.00;25100
Ahaus;precipitation height;7.40;25101
Ahaus;precipitation height;0.00;25102
Ahaus;precipitation height;9.10;25103
Ahaus;precipitation height;17.60;25104
Ahaus;precipitation height;7.20;25105
Ahaus;precipitation height;0.30;25106
Ahaus;precipitation height;8.20;25107
Ahaus;precipitation height;0.30;25108
Ahaus;precipitation height;0.70;25109
Ahaus;precipitation height;6.50;25110
Ahaus;precipitation height;9.60;25111
Ahaus;precipitation height;6.50;25112
Ahaus;precipitation height;16.70;25113
Ahaus;precipitation height;0.90;25114
Ahaus;precipitation height;1.50;25115
Ahaus;precipitation height;0.40;25116
Ahaus;precipitation height;0.00;25117
Ahaus;precipitation height;0.80;25118
Ahaus;precipitation height;0.90;25119
Ahaus;precipitation height;6.10;25120
Ahaus;precipitation height;5.00;25121
Ahaus;precipitation height;5.30;25122
Ahaus;precipitation height;11.00;25123
Ahaus;precipitation height;0.00;25124
Ahaus;precipitation height;0.00;25125
Ahaus;precipitation height;0.30;25126
Ahaus;precipitation height;3.30;25127
Ahaus;precipitation height;2.30;25128
Ahaus;precipitation height;0.00;25129
Ahaus;precipitation height;0.00;25130
Ahaus;precipitation height;0.00;25131
Ahaus;precipitation height;0.00;25132
Ahaus;precipitation height;0.00;25133
Ahaus;precipitation height;0.00;25134
Ahaus;precipitation height;0.00;25135
Ahaus;precipitation height;0.00;25136
Ahaus;precipitation height;0.00;25137
Ahaus;precipitation height;0.00;25138
Ahaus;precipitation height;7.40;25139
Ahaus;precipitation height;0.50;25140
Ahaus;precipitation height;0.00;25141
Ahaus;precipitation height;0.00;25142
Ahaus;precipitation height;2.00;25143
Ahaus;precipitation height;0.00;25144
Ahaus;precipitation height;20.50;25145
Ahaus;precipitation height;2.50;25195
Ahaus;precipitation height;2.90;25196
Ahaus;precipitation height;0.80;25197
Ahaus;precipitation height;1.90;25198
Ahaus;precipitation height;0.60;25199
Ahaus;precipitation height;0.80;25200
Ahaus;precipitation height;2.70;25201
Ahaus;precipitation height;0.00;25202
Ahaus;precipitation height;5.90;25203
Ahaus;precipitation height;11.30;25204
Ahaus;precipitation height;1.40;25205
Ahaus;precipitation height;0.00;25206
Ahaus;precipitation height;0.00;25207
Ahaus;precipitation height;0.00;25208
Ahaus;precipitation height;0.00;25209
Ahaus;precipitation height;0.00;25210
Ahaus;precipitation height;1.20;25211
Ahaus;precipitation height;0.00;25212
Ahaus;precipitation height;0.00;25213
Ahaus;precipitation height;0.90;25214
Ahaus;precipitation height;0.30;25215
Ahaus;precipitation height;0.00;25216
Ahaus;precipitation height;0.00;25217
Ahaus;precipitation height;1.60;25218
Ahaus;precipitation height;1.10;25219
Ahaus;precipitation height;1.80;25220
Ahaus;precipitation height;3.30;25221
Ahaus;precipitation height;2.00;25222
Ahaus;precipitation height;0.20;25223
Ahaus;precipitation height;0.30;25224
Ahaus;precipitation height;6.00;25225
Ahaus;precipitation height;0.20;25226
Ahaus;precipitation height;0.60;25227
Ahaus;precipitation height;0.70;25228
Ahaus;precipitation height;0.00;25229
Ahaus;precipitation height;0.00;25230
Ahaus;precipitation height;4.90;25231
Ahaus;precipitation height;0.80;25232
Ahaus;precipitation height;0.00;25233
Ahaus;precipitation height;0.00;25234
Ahaus;precipitation height;3.80;25235
Ahaus;precipitation height;6.40;25236
Ahaus;precipitation height;0.00;25237
Ahaus;precipitation height;0.00;25238
Ahaus;precipitation height;0.00;25239
Ahaus;precipitation height;5.70;25240
Ahaus;precipitation height;0.10;25241
Ahaus;precipitation height;4.80;25242
Ahaus;precipitation height;2.00;25243
Ahaus;precipitation height;18.50;25293
Ahaus;precipitation height;0.00;25294
Ahaus;precipitation height;0.00;25295
Ahaus;precipitation height;0.00;25296
Ahaus;precipitation height;0.00;25297
Ahaus;precipitation height;0.00;25298
Ahaus;precipitation height;0.00;25299
Ahaus;precipitation height;0.00;25300
Ahaus;precipitation height;0.00;25301
Ahaus;precipitation height;0.00;25302
Ahaus;precipitation height;0.60;25303
Ahaus;precipitation height;12.30;25304
Ahaus;precipitation height;8.50;25305
Ahaus;precipitation height;5.40;25306
Ahaus;precipitation height;3.30;25307
Ahaus;precipitation height;16.00;25308
Ahaus;precipitation height;2.30;25309
Ahaus;precipitation height;0.50;25310
Ahaus;precipitation height;1.00;25311
Ahaus;precipitation height;0.00;25312
Ahaus;precipitation height;0.00;25313
Ahaus;precipitation height;8.50;25314
Ahaus;precipitation height;0.20;25315
Ahaus;precipitation height;1.40;25316
Ahaus;precipitation height;10.30;25317
Ahaus;precipitation height;0.00;25318
Ahaus;precipitation height;5.30;25319
Ahaus;precipitation height;0.00;25320
Ahaus;precipitation height;1.60;25321
Ahaus;precipitation height;0.30;25322
Ahaus;precipitation height;0.00;25323
Ahaus;precipitation height;0.00;25324
Ahaus;precipitation height;0.00;25325
Ahaus;precipitation height;3.50;25326
Ahaus;precipitation height;5.80;25327
Ahaus;precipitation height;1.20;25328
Ahaus;precipitation height;1.20;25329
Ahaus;precipitation height;0.00;25330
Ahaus;precipitation height;0.60;25331
Ahaus;precipitation height;4.90;25332
Ahaus;precipitation height;7.70;25333
Ahaus;precipitation height;0.00;25334
Ahaus;precipitation height;0.00;25335
Ahaus;precipitation height;0.00;25336
Ahaus;precipitation height;1.60;25337
Ahaus;precipitation height;0.90;25338
Ahaus;precipitation height;4.00;25339
Ahaus;precipitation height;3.90;25340
Ahaus;precipitation height;5.60;25341
Ahaus;precipitation height;2.00;25391
Ahaus;precipitation height;4.60;25392
Ahaus;precipitation height;5.10;25393
Ahaus;precipitation height;1.70;25394
Ahaus;precipitation height;8.30;25395
Ahaus;precipitation height;0.00;25396
Ahaus;precipitation height;0.00;25397
Ahaus;precipitation height;0.00;25398
Ahaus;precipitation height;0.00;25399
Ahaus;precipitation height;1.40;25400
Ahaus;precipitation height;0.00;25401
Ahaus;precipitation height;0.00;25402
Ahaus;precipitation height;0.00;25403
Ahaus;precipitation height;0.00;25404
Ahaus;precipitation height;0.00;25405
Ahaus;precipitation height;0.00;25406
Ahaus;precipitation height;0.00;25407
Ahaus;precipitation height;19.50;25408
Ahaus;precipitation height;0.00;25409
Ahaus;precipitation height;0.00;25410
Ahaus;precipitation height;0.00;25411
Ahaus;precipitation height;0.00;25412
Ahaus;precipitation height;1.80;25413
Ahaus;precipitation height;0.00;25414
Ahaus;precipitation height;0.00;25415
Ahaus;precipitation height;0.10;25416
Ahaus;precipitation height;11.50;25417
Ahaus;precipitation height;1.90;25418
Ahaus;precipitation height;0.00;25419
Ahaus;precipitation height;1.90;25420
Ahaus;precipitation height;0.00;25421
Ahaus;precipitation height;0.00;25422
Ahaus;precipitation height;0.00;25423
Ahaus;precipitation height;0.00;25424
Ahaus;precipitation height;0.00;25425
Ahaus;precipitation height;0.00;25426
Ahaus;precipitation height;2.40;25427
Ahaus;precipitation height;0.00;25428
Ahaus;precipitation height;9.60;25429
Ahaus;precipitation height;6.00;25430
Ahaus;precipitation height;7.60;25431
Ahaus;precipitation height;2.60;25432
Ahaus;precipitation height;0.00;25433
Ahaus;precipitation height;8.20;25434
Ahaus;precipitation height;20.70;25435
Ahaus;precipitation height;5.30;25436
Ahaus;precipitation height;14.20;25437
Ahaus;precipitation height;4.90;25438
Ahaus;precipitation height;4.20;25439
Ahaus;precipitation height;0.00;25489
Ahaus;precipitation height;0.00;25490
Ahaus;precipitation height;0.00;25491
Ahaus;precipitation height;0.00;25492
Ahaus;precipitation height;0.00;25493
Ahaus;precipitation height;0.00;25494
Ahaus;precipitation height;0.00;25495
Ahaus;precipitation height;0.00;25496
Ahaus;precipitation height;0.00;25497
Ahaus;precipitation height;0.30;25498
Ahaus;precipitation height;2.20;25499
Ahaus;precipitation height;1.90;25500
Ahaus;precipitation height;2.70;25501
Ahaus;precipitation height;0.00;25502
Ahaus;precipitation height;0.00;25503
Ahaus;precipitation height;0.50;25504
Ahaus;precipitation height;1.70;25505
Ahaus;precipitation height;0.80;25506
Ahaus;precipitation height;0.70;25507
Ahaus;precipitation height;0.00;25508
Ahaus;precipitation height;0.00;25509
Ahaus;precipitation height;0.00;25510
Ahaus;precipitation height;13.20;25511
Ahaus;precipitation height;0.00;25512
Ahaus;precipitation height;0.00;25513
Ahaus;precipitation height;2.30;25514
Ahaus;precipitation height;3.30;25515
Ahaus;precipitation height;17.10;25516
Ahaus;precipitation height;0.50;25517
Ahaus;precipitation height;4.10;25518
Ahaus;precipitation height;3.30;25519
Ahaus;precipitation height;0.80;25520
Ahaus;precipitation height;0.00;25521
Ahaus;precipitation height;0.00;25522
Ahaus;precipitation height;6.70;25523
Ahaus;precipitation height;3.10;25524
Ahaus;precipitation height;2.90;25525
Ahaus;precipitation height;3.30;25526
Ahaus;precipitation height;0.00;25527
Ahaus;precipitation height;0.00;25528
Ahaus;precipitation height;0.00;25529
Ahaus;precipitation height;4.50;25530
Ahaus;precipitation height;0.00;25531
Ahaus;precipitation height;1.80;25532
Ahaus;precipitation height;0.00;25533
Ahaus;precipitation height;1.80;25534
Ahaus;precipitation height;6.70;25535
Ahaus;precipitation height;0.60;25536
Ahaus;precipitation height;0.00;25537
Ahaus;precipitation height;0.00;25587
Ahaus;precipitation height;0.00;25588
Ahaus;precipitation height;0.00;25589
Ahaus;precipitation height;0.00;25590
Ahaus;precipitation height;0.00;25591
Ahaus;precipitation height;0.70;25592
Ahaus;precipitation height;4.70;25593
Ahaus;precipitation height;0.50;25594
Ahaus;precipitation height;8.40;25595
Ahaus;precipitation height;0.00;25596
Ahaus;precipitation height;0.00;25597
Ahaus;precipitation height;0.00;25598
Ahaus;precipitation height;0.00;25599
Ahaus;precipitation height;0.00;25600
Ahaus;precipitation height;13.50;25601
Ahaus;precipitation height;0.00;25602
Ahaus;precipitation height;0.60;25603
Ahaus;precipitation height;0.30;25604
Ahaus;precipitation height;0.00;25605
Ahaus;precipitation height;5.50;25606
Ahaus;precipitation height;18.90;25607
Ahaus;precipitation height;3.80;25608
Ahaus;precipitation height;0.90;25609
Ahaus;precipitation height;1.00;25610
Ahaus;precipitation height;7.10;25611
Ahaus;precipitation height;0.00;25612
Ahaus;precipitation height;0.00;25613
Ahaus;precipitation height;1.90;25614
Ahaus;precipitation height;4.30;25615
Ahaus;precipitation height;7.80;25616
Ahaus;precipitation height;0.60;25617
Ahaus;precipitation height;8.60;25618
Ahaus;precipitation height;12.30;25619
Ahaus;precipitation height;22.60;25620
Ahaus;precipitation height;18.60;25621
Ahaus;precipitation height;2.20;25622
Ahaus;precipitation height;1.00;25623
Ahaus;precipitation height;1.80;25624
Ahaus;precipitation height;0.30;25625
Ahaus;precipitation height;0.00;25626
Ahaus;precipitation height;0.00;25627
Ahaus;precipitation height;13.20;25628
Ahaus;precipitation height;2.50;25629
Ahaus;precipitation height;1.50;25630
Ahaus;precipitation height;0.70;25631
Ahaus;precipitation height;1.60;25632
Ahaus;precipitation height;1.50;25633
Ahaus;precipitation height;2.60;25634
Ahaus;precipitation height;6.40;25635
Ahaus;precipitation height;0.60;25636
Ahaus;precipitation height;0.00;25637
Ahaus;precipitation height;0.00;25638
Ahaus;precipitation height;0.00;25639
Ahaus;precipitation height;0.00;25640
Ahaus;precipitation height;0.00;25641
Ahaus;precipitation height;0.80;25642
Ahaus;precipitation height;0.40;25643
Ahaus;precipitation height;9.00;25644
Ahaus;precipitation height;6.70;25645
Ahaus;precipitation height;1.20;25646
Ahaus;precipitation height;3.00;25647
Ahaus;precipitation height;1.00;25648
Ahaus;precipitation height;0.00;25649
Ahaus;precipitation height;0.10;25650
Ahaus;precipitation height;0.00;25651
Ahaus;precipitation height;0.00;25652
Ahaus;precipitation height;1.00;25653
Ahaus;precipitation height;2.20;25654
Ahaus;precipitation height;2.00;25655
Ahaus;precipitation height;0.60;25656
Ahaus;precipitation height;11.30;25657
Ahaus;precipitation height;3.70;25658
Ahaus;precipitation height;6.90;25659
Ahaus;precipitation height;3.90;25660
Ahaus;precipitation height;2.80;25661
Ahaus;precipitation height;0.50;25662
Ahaus;precipitation height;2.60;25663
Ahaus;precipitation height;13.80;25664
Ahaus;precipitation height;5.20;25665
Ahaus;precipitation height;0.50;25666
Ahaus;precipitation height;0.10;25667
Ahaus;precipitation height;0.10;25668
Ahaus;precipitation height;0.00;25669
Ahaus;precipitation height;2.80;25670
Ahaus;precipitation height;0.00;25671
Ahaus;precipitation height;3.70;25672
Ahaus;precipitation height;0.40;25673
Ahaus;precipitation height;0.00;25674
Ahaus;precipitation height;0.90;25675
Ahaus;precipitation height;1.00;25676
Ahaus;precipitation height;2.80;25677
Ahaus;precipitation height;0.60;25678
Ahaus;precipitation height;6.40;25679
Ahaus;precipitation height;0.70;25680
Ahaus;precipitation height;6.20;25681
Ahaus;precipitation height;3.00;25682
Ahaus;precipitation height;8.00;25683
Ahaus;precipitation height;3.10;25684
Ahaus;precipitation height;0.00;25734
Ahaus;precipitation height;0.00;25735
Ahaus;precipitation height;0.00;25736
Ahaus;precipitation height;0.00;25737
Ahaus;precipitation height;0.00;25738
Ahaus;precipitation height;0.00;25739
Ahaus;precipitation height;0.00;25740
Ahaus;precipitation height;0.90;25741
Ahaus;precipitation height;11.20;25742
Ahaus;precipitation height;1.50;25743
Ahaus;precipitation height;0.00;25744
Ahaus;precipitation height;0.00;25745
Ahaus;precipitation height;1.90;25746
Ahaus;precipitation height;2.70;25747
Ahaus;precipitation height;6.70;25748
Ahaus;precipitation height;11.50;25749
Ahaus;precipitation height;4.30;25750
Ahaus;precipitation height;9.50;25751
Ahaus;precipitation height;3.20;25752
Ahaus;precipitation height;0.70;25753
Ahaus;precipitation height;2.20;25754
Ahaus;precipitation height;0.00;25755
Ahaus;precipitation height;0.00;25756
Ahaus;precipitation height;5.40;25757
Ahaus;precipitation height;5.30;25758
Ahaus;precipitation height;0.00;25759
Ahaus;precipitation height;0.00;25760
Ahaus;precipitation height;0.00;25761
Ahaus;precipitation height;0.00;25762
Ahaus;precipitation height;30.40;25763
Ahaus;precipitation height;6.70;25764
Ahaus;precipitation height;0.00;25765
Ahaus;precipitation height;0.00;25766
Ahaus;precipitation height;0.00;25767
Ahaus;precipitation height;5.60;25768
Ahaus;precipitation height;12.20;25769
Ahaus;precipitation height;2.70;25770
Ahaus;precipitation height;0.00;25771
Ahaus;precipitation height;0.00;25772
Ahaus;precipitation height;6.60;25773
Ahaus;precipitation height;8.20;25774
Ahaus;precipitation height;2.00;25775
Ahaus;precipitation height;0.20;25776
Ahaus;precipitation height;2.00;25777
Ahaus;precipitation height;0.50;25778
Ahaus;precipitation height;0.50;25779
Ahaus;precipitation height;0.00;25780
Ahaus;precipitation height;0.00;25781
Ahaus;precipitation height;0.00;25782
Ahaus;precipitation height;0.00;25832
Ahaus;precipitation height;0.00;25833
Ahaus;precipitation height;0.00;25834
Ahaus;precipitation height;0.00;25835
Ahaus;precipitation height;0.00;25836
Ahaus;precipitation height;0.00;25837
Ahaus;precipitation height;0.00;25838
Ahaus;precipitation height;0.00;25839
Ahaus;precipitation height;1.20;25840
Ahaus;precipitation height;7.40;25841
Ahaus;precipitation height;5.70;25842
Ahaus;precipitation height;11.70;25843
Ahaus;precipitation height;15.60;25844
Ahaus;precipitation height;3.10;25845
Ahaus;precipitation height;0.50;25846
Ahaus;precipitation height;6.50;25847
Ahaus;precipitation height;0.00;25848
Ahaus;precipitation height;0.00;25849
Ahaus;precipitation height;0.00;25850
Ahaus;precipitation height;0.00;25851
Ahaus;precipitation height;0.00;25852
Ahaus;precipitation height;0.00;25853
Ahaus;precipitation height;0.00;25854
Ahaus;precipitation height;0.00;25855
Ahaus;precipitation height;0.00;25856
Ahaus;precipitation height;0.00;25857
Ahaus;precipitation height;0.00;25858
Ahaus;precipitation height;0.00;25859
Ahaus;precipitation height;10.70;25860
Ahaus;precipitation height;5.10;25861
Ahaus;precipitation height;1.10;25862
Ahaus;precipitation height;0.30;25863
Ahaus;precipitation height;0.00;25864
Ahaus;precipitation height;5.60;25865
Ahaus;precipitation height;2.60;25866
Ahaus;precipitation height;9.00;25867
Ahaus;precipitation height;10.10;25868
Ahaus;precipitation height;5.40;25869
Ahaus;precipitation height;0.30;25870
Ahaus;precipitation height;4.10;25871
Ahaus;precipitation height;5.00;25872
Ahaus;precipitation height;7.20;25873
Ahaus;precipitation height;18.80;25874
Ahaus;precipitation height;6.30;25875
Ahaus;precipitation height;5.20;25876
Ahaus;precipitation height;2.50;25877
Ahaus;precipitation height;0.00;25878
Ahaus;precipitation height;0.00;25879
Ahaus;precipitation height;1.90;25880
Ahaus;precipitation height;4.30;25930
Ahaus;precipitation height;0.00;25931
Ahaus;precipitation height;0.80;25932
Ahaus;precipitation height;0.00;25933
Ahaus;precipitation height;2.60;25934
Ahaus;precipitation height;1.80;25935
Ahaus;precipitation height;0.00;25936
Ahaus;precipitation height;0.00;25937
Ahaus;precipitation height;0.00;25938
Ahaus;precipitation height;0.00;25939
Ahaus;precipitation height;0.00;25940
Ahaus;precipitation height;0.90;25941
Ahaus;precipitation height;0.00;25942
Ahaus;precipitation height;0.00;25943
Ahaus;precipitation height;0.00;25944
Ahaus;precipitation height;0.00;25945
Ahaus;precipitation height;0.00;25946
Ahaus;precipitation height;0.00;25947
Ahaus;precipitation height;1.90;25948
Ahaus;precipitation height;0.90;25949
Ahaus;precipitation height;0.00;25950
Ahaus;precipitation height;1.80;25951
Ahaus;precipitation height;1.60;25952
Ahaus;precipitation height;1.90;25953
Ahaus;precipitation height;0.00;25954
Ahaus;precipitation height;2.70;25955
Ahaus;precipitation height;7.90;25956
Ahaus;precipitation height;2.50;25957
Ahaus;precipitation height;6.50;25958
Ahaus;precipitation height;4.40;25959
Ahaus;precipitation height;8.60;25960
Ahaus;precipitation height;4.50;25961
Ahaus;precipitation height;0.40;25962
Ahaus;precipitation height;0.70;25963
Ahaus;precipitation height;0.00;25964
Ahaus;precipitation height;0.00;25965
Ahaus;precipitation height;1.80;25966
Ahaus;precipitation height;3.50;25967
Ahaus;precipitation height;1.20;25968
Ahaus;precipitation height;0.30;25969
Ahaus;precipitation height;1.20;25970
Ahaus;precipitation height;1.40;25971
Ahaus;precipitation height;0.50;25972
Ahaus;precipitation height;0.00;25973
Ahaus;precipitation height;0.00;25974
Ahaus;precipitation height;0.00;25975
Ahaus;precipitation height;1.70;25976
Ahaus;precipitation height;3.90;25977
Ahaus;precipitation height;0.30;25978
Ahaus;precipitation height;0.00;26028
Ahaus;precipitation height;0.00;26029
Ahaus;precipitation height;0.00;26030
Ahaus;precipitation height;0.00;26031
Ahaus;precipitation height;0.00;26032
Ahaus;precipitation height;0.00;26033
Ahaus;precipitation height;0.00;26034
Ahaus;precipitation height;0.00;26035
Ahaus;precipitation height;0.00;26036
Ahaus;precipitation height;0.00;26037
Ahaus;precipitation height;0.00;26038
Ahaus;precipitation height;3.00;26039
Ahaus;precipitation height;2.80;26040
Ahaus;precipitation height;0.00;26041
Ahaus;precipitation height;0.00;26042
Ahaus;precipitation height;0.00;26043
Ahaus;precipitation height;0.00;26044
Ahaus;precipitation height;0.00;26045
Ahaus;precipitation height;1.10;26046
Ahaus;precipitation height;16.30;26047
Ahaus;precipitation height;0.00;26048
Ahaus;precipitation height;3.30;26049
Ahaus;precipitation height;0.00;26050
Ahaus;precipitation height;0.00;26051
Ahaus;precipitation height;0.00;26052
Ahaus;precipitation height;0.00;26053
Ahaus;precipitation height;0.00;26054
Ahaus;precipitation height;0.00;26055
Ahaus;precipitation height;0.00;26056
Ahaus;precipitation height;0.00;26057
Ahaus;precipitation height;0.00;26058
Ahaus;precipitation height;0.00;26059
Ahaus;precipitation height;0.00;26060
Ahaus;precipitation height;0.00;26061
Ahaus;precipitation height;1.30;26062
Ahaus;precipitation height;0.00;26063
Ahaus;precipitation height;0.00;26064
Ahaus;precipitation height;0.00;26065
Ahaus;precipitation height;1.20;26066
Ahaus;precipitation height;6.00;26067
Ahaus;precipitation height;0.60;26068
Ahaus;precipitation height;5.20;26069
Ahaus;precipitation height;3.00;26070
Ahaus;precipitation height;0.00;26071
Ahaus;precipitation height;0.00;26072
Ahaus;precipitation height;0.00;26073
Ahaus;precipitation height;0.00;26074
Ahaus;precipitation height;0.00;26075
Ahaus;precipitation height;0.00;26076
Ahaus;precipitation height;0.00;26126
Ahaus;precipitation height;0.00;26127
Ahaus;precipitation height;0.00;26128
Ahaus;precipitation height;0.00;26129
Ahaus;precipitation height;0.00;26130
Ahaus;precipitation height;0.00;26131
Ahaus;precipitation height;0.00;26132
Ahaus;precipitation height;0.00;26133
Ahaus;precipitation height;0.00;26134
Ahaus;precipitation height;1.80;26135
Ahaus;precipitation height;3.20;26136
Ahaus;precipitation height;0.90;26137
Ahaus;precipitation height;2.20;26138
Ahaus;precipitation height;4.20;26139
Ahaus;precipitation height;0.10;26140
Ahaus;precipitation height;12.10;26141
Ahaus;precipitation height;0.90;26142
Ahaus;precipitation height;2.30;26143
Ahaus;precipitation height;0.00;26144
Ahaus;precipitation height;0.00;26145
Ahaus;precipitation height;0.00;26146
Ahaus;precipitation height;0.00;26147
Ahaus;precipitation height;9.50;26148
Ahaus;precipitation height;0.00;26149
Ahaus;precipitation height;3.50;26150
Ahaus;precipitation height;0.00;26151
Ahaus;precipitation height;2.70;26152
Ahaus;precipitation height;0.00;26153
Ahaus;precipitation height;0.00;26154
Ahaus;precipitation height;1.00;26155
Ahaus;precipitation height;0.00;26156
Ahaus;precipitation height;0.10;26157
Ahaus;precipitation height;0.00;26158
Ahaus;precipitation height;7.10;26159
Ahaus;precipitation height;0.90;26160
Ahaus;precipitation height;0.00;26161
Ahaus;precipitation height;0.00;26162
Ahaus;precipitation height;1.00;26163
Ahaus;precipitation height;0.00;26164
Ahaus;precipitation height;6.60;26165
Ahaus;precipitation height;0.90;26166
Ahaus;precipitation height;2.60;26167
Ahaus;precipitation height;2.90;26168
Ahaus;precipitation height;0.00;26169
Ahaus;precipitation height;0.00;26170
Ahaus;precipitation height;0.00;26171
Ahaus;precipitation height;7.30;26172
Ahaus;precipitation height;0.10;26173
Ahaus;precipitation height;0.00;26174
Ahaus;precipitation height;12.00;26224
Ahaus;precipitation height;0.30;26225
Ahaus;precipitation height;5.00;26226
Ahaus;precipitation height;0.00;26227
Ahaus;precipitation height;0.00;26228
Ahaus;precipitation height;1.90;26229
Ahaus;precipitation height;0.00;26230
Ahaus;precipitation height;0.00;26231
Ahaus;precipitation height;0.00;26232
Ahaus;precipitation height;0.00;26233
Ahaus;precipitation height;0.00;26234
Ahaus;precipitation height;0.00;26235
Ahaus;precipitation height;0.00;26236
Ahaus;precipitation height;0.00;26237
Ahaus;precipitation height;0.00;26238
Ahaus;precipitation height;0.00;26239
Ahaus;precipitation height;0.00;26240
Ahaus;precipitation height;0.00;26241
Ahaus;precipitation height;0.00;26242
Ahaus;precipitation height;1.20;26243
Ahaus;precipitation height;7.10;26244
Ahaus;precipitation height;2.00;26245
Ahaus;precipitation height;0.00;26246
Ahaus;precipitation height;0.00;26247
Ahaus;precipitation height;0.00;26248
Ahaus;precipitation height;0.10;26249
Ahaus;precipitation height;0.80;26250
Ahaus;precipitation height;0.50;26251
Ahaus;precipitation height;1.30;26252
Ahaus;precipitation height;3.30;26253
Ahaus;precipitation height;1.90;26254
Ahaus;precipitation height;8.00;26255
Ahaus;precipitation height;0.00;26256
Ahaus;precipitation height;1.30;26257
Ahaus;precipitation height;8.70;26258
Ahaus;precipitation height;7.40;26259
Ahaus;precipitation height;2.00;26260
Ahaus;precipitation height;1.10;26261
Ahaus;precipitation height;3.30;26262
Ahaus;precipitation height;0.00;26263
Ahaus;precipitation height;0.00;26264
Ahaus;precipitation height;7.30;26265
Ahaus;precipitation height;5.30;26266
Ahaus;precipitation height;0.20;26267
Ahaus;precipitation height;0.00;26268
Ahaus;precipitation height;0.00;26269
Ahaus;precipitation height;1.30;26270
Ahaus;precipitation height;0.00;26271
Ahaus;precipitation height;0.00;26272
Ahaus;precipitation height;5.20;26322
Ahaus;precipitation height;0.00;26323
Ahaus;precipitation height;2.60;26324
Ahaus;precipitation height;3.40;26325
Ahaus;precipitation height;0.00;26326
Ahaus;precipitation height;0.00;26327
Ahaus;precipitation height;0.00;26328
Ahaus;precipitation height;0.00;26329
Ahaus;precipitation height;0.00;26330
Ahaus;precipitation height;0.00;26331
Ahaus;precipitation height;0.90;26332
Ahaus;precipitation height;0.00;26333
Ahaus;precipitation height;0.00;26334
Ahaus;precipitation height;2.30;26335
